,Has Author,Has Capture,Has Download Size,Has Download URL,Has Downloads,Has License,Has Logo,Has Name,Has Num Votes,Has OS,Has OS Details,Has Price,Has Project,Has Score Votes,Has Status,Has Summary,Has Topic,Has URL,Has Version,Has Warning,Has Warning Type,Supports ODF,Is Hosted in SC,Data de creació,Categories
Rebost:Paquet català (valencià) per al Firefox,Mozilla,Fitxer:Firefox-Softcatala.png,"189,057",http://%7B%7B%7BURL%20programa%7D%7D%7D,"5,372",Programari lliure,Fitxer:Firefox-ico.png,Paquet català (valencià) per al Firefox,84,"Linux,Windows,OSX",,,Projectes/Mozilla,2667,Estable,"Aquesta extensió instal·la un paquet d'idioma de la variant valenciana del Firefox i configura el navegador automàticament perquè aparegui en valencià sigui quina sigui la versió i la llengua en què tingueu el Firefox de base. 

Simplement cal que permeteu la instal·lació del paquet i seguiu les instruccions de la pantalla.

Si voleu tornar a l'estat inicial i tenir el Firefox en la llengua o variant…",,http://www.mozilla.org/ca/firefox/,0.2,,,,verdader,15 març 2009 19:54:14,
Rebost:Paquet català (valencià) per al LibreOffice,The Document Foundation,Fitxer:Libo writer.jpg,"12,328,131,8,507,169","http://ca.libreoffice.org/baixada/?type=linux&lang=ca-valencia,http://download.documentfoundation.org/libreoffice/stable/5.1.1/mac/x86_64/LibreOffice_5.1.1_MacOS_x86-64_langpack_ca-valencia.dmg","1,235",Programari lliure,Fitxer:LibreOfficelogo.png,Paquet català (valencià) per al LibreOffice,16,"Linux,OSX","Intel,x86 o x86_64",,Projectes/LibreOffice,2.5,Estable,"El '''Paquet català (valencià) per al LibreOffice''' permet posar en valencià la interfície del LibreOffice en els sistemes operatius Linux i Mac.

No hi ha paquet per a Windows. Si feu servir el LibreOffice en Windows i no us apareix en valencià, seguiu aquestes instruccions.

En aquesta fitxa us oferim el paquet d'interfície en l'estàndard valencià de la llengua catalana. També disposeu de la versió en…",Ofimàtica,http://ca.libreoffice.org,"5.1.0,5.1.1",,,,fals,2 novembre 2012 14:16:16,
Rebost:Paquet català (valencià) per al Microsoft Office 2013,Microsoft,Fitxer:Office valencia.png,"13,546,496,13,614,080","http://download.microsoft.com/download/D/3/6/D361B8D5-4BF2-4033-8581-6FDC155CA687/languageinterfacepack-x86-ca-es-valencia.exe,http://download.microsoft.com/download/D/3/6/D361B8D5-4BF2-4033-8581-6FDC155CA687/languageinterfacepack-x64-ca-es-valencia.exe",376,Programari gratuït (només el paquet),Fitxer:Office2007Logo.png,Paquet català (valencià) per al Microsoft Office 2013,4,"Windows32,Windows64",,,,3,Estable,"El '''Paquet d'idioma català (valencià) per al Microsoft Office 2013''' es pot aplicar sobre una instal·lació prèvia d'Office 2013 en qualsevol llengua. Inclou, de sèrie, el corrector ortogràfic de català (valencià).

El pedaç només tradueix els programes Word, Excel, PowerPoint i Outlook; la resta de components (Access, InfoPath, Publisher i les Eines de Microsoft Office) no els tradueix, així com tampoc tradueix la documentació en línia…",Ofimàtica,,"32 bits,64 bits",,,,fals,9 agost 2013 05:57:07,
Rebost:Paquet català (valencià) per al Microsoft Office 2016,Microsoft,,"4,278,848,2,877,504","https://c2rsetup.officeapps.live.com/c2r/download.aspx?ProductreleaseID=languagepack&language=ca-es-valencia&platform=x64&source=O16LAP&version=O16GA,https://c2rsetup.officeapps.live.com/c2r/download.aspx?ProductreleaseID=languagepack&language=ca-es-valencia&platform=x86&source=O16LAP&version=O16GA",495,Programari gratuït (només el paquet),Fitxer:Office2007Logo.png,Paquet català (valencià) per al Microsoft Office 2016,277,"Windows64,Windows32",,,,2765,Estable,"El paquet d'idioma català (valencià) per al Microsoft Office 2016 es pot aplicar sobre una instal·lació prèvia d'Office 2016 en qualsevol llengua. Inclou, de sèrie, el corrector ortogràfic en català (valencià).

El paquet només tradueix els programes Word, Excel, OneNote, PowerPoint i Outlook. No tradueix la resta de components, així com tampoc la documentació en línia del producte.

Us oferim l'enllaç a la descarrega dels paquets…",Ofimàtica,http://www.microsoft.cat/,2016,,,,fals,1 setembre 2015 22:32:17,
PostRebost:Paquet català (valencià) per al SeaMonkey,Mozilla.org,,"1,085,850",https://addons.mozilla.org/ca/seamonkey/downloads/file/73151/catal____valenci____language_pack-2.0-sm.xpi?confirmed,623,Programari lliure,Fitxer:Seamonkey-logo.png,Paquet català (valencià) per al SeaMonkey,44,"Windows,Linux,OSX",,,Mida=Projectes/Mozilla/SeaMonkey,2364,Estable,"Aquest paquet permet tenir la interfície del SeaMonkey en català (valencià) sobre una versió ja instal·lada d'aquest mateix navegador en qualsevol altra llengua.

Llavors podeu triar la llengua de la interfície des de la categoria ''Aparença'' de les preferències generals. Caldrà que reinicieu el navegador per a activar-ho.

Si no us aparegués la interfície completament en valencià, primer seleccioneu-la en anglès. A continuació reinicieu el navegador…",Internet Navegadors,http://www.seamonkey-project.org,2.0,,,,fals,25 desembre 2009 10:57:25,
Rebost:Paquet català (valencià) per al Thunderbird,Mozilla,Fitxer:Thunderbird.png,,https://addons.mozilla.org/ca/thunderbird/addon/valencian-catalan-languag-9730,"2,515",MPL 2.0,Fitxer:Thunderbird3-ico.png,Paquet català (valencià) per al Thunderbird,65,"Linux,Windows,OSX",,,Projectes/Mozilla,2538,Estable,"Aquest paquet permet tenir la interfície del Thunderbird en ''català (valencià)'' sobre una versió ja instal·lada d'aquest mateix navegador en qualsevol altra llengua.

#Cliqueu amb el botó secundari a l'enllaç del vostre sistema operatiu i trieu l'opció «Anomena i desa...» per a baixar el fitxer i desar-lo al disc.
#Des del Mozilla Thunderbird, obriu la finestra de Complements des del menú Eines.
#Seleccioneu l'opció «Instal·la…",Ofimàtica,http://www.mozilla.org/ca/thunderbird/,38,,,,fals,3 abril 2009 10:33:20,
Rebost:Paquet català per a l'Internet Explorer en Windows 7,Microsoft,,591,http://www.microsoft.com/downloads/info.aspx?na=41&srcfamilyid=b073930a-1988-4a49-b682-1417b7623e3b&u=http%3a%2f%2fdownload.microsoft.com%2fdownload%2f0%2fF%2f5%2f0F5993C8-EE4B-480D-A9C0-3ACBAE0D52AF%2fIE9-Windows6.1-LanguagePack-x86-cat.msu,"30,671",Programari gratuït,Fitxer:Internet Explorer 7 Logo.png,Paquet català per a l'Internet Explorer en Windows 7,40,Windows,,,,2.05,Estable,"''(Podeu fer-ne la instal·lació automatitzada mitjançant el Catalanitzador de Softcatalà)''

El '''Paquet català per a l'Internet Explorer en Windows 7''' és el paquet de llengua per a la darrera versió del navegador web de Microsoft. Incorpora les característiques estàndards dels navegadors de darrera generació, amb millores en la facilitat d'ús, compatibilitat de webs, velocitat de càrrega, seguretat i privacitat.

'''''Important:''' aquesta versió només serveix per al…",Internet Navegadors,http://www.microsoft.cat,9.0,,,,fals,29 gener 2012 19:41:42,
Rebost:Paquet català per a l'Internet Explorer en Windows Vista,Microsoft,Fitxer:Rebost IE Windows Vista.png,583,http://www.microsoft.com/downloads/info.aspx?na=41&srcfamilyid=be8db385-abfd-4fec-9e1c-1592a5ca3fe9&u=http%3a%2f%2fdownload.microsoft.com%2fdownload%2f4%2f6%2f4%2f46480C08-DE95-459F-804C-F4EF25988CED%2fIE9-Windows6.0-LanguagePack-x86-cat.msu,"3,381",Programari gratuït,Fitxer:Internet Explorer 7 Logo.png,Paquet català per a l'Internet Explorer en Windows Vista,17,Windows,,,,2059,Estable,"El '''Paquet català per a l'Internet Explorer en Windows Vista''' permet posar en català la darrera versió del navegador web de Microsoft. Incorpora les característiques estàndards dels navegadors de darrera generació, amb millores en la facilitat d'ús, compatibilitat de webs, velocitat de càrrega, seguretat i privacitat.

'''''Important:''' aquesta versió només serveix per al Windows Vista de 32 bits. També necessiteu tenir-hi instal·lat el Paquet d'interfície en…",Internet Navegadors,http://www.microsoft.cat,9.0,,,,fals,29 gener 2012 19:36:44,
Rebost:Paquet català per a l'Irfanview,Irfan Skiljan,,"208,896",http://www.irfanview.net/lang/irfanview_lang_catalan.exe,"5,431",Programari gratuït per a ús no comercial,Fitxer:IrfanView Logo.png,Paquet català per a l'Irfanview,121,Windows,,,,2.76,Estable,"L''''IrfanView''' és un senzill, però ràpid, visualitzador i editor d'imatges que pot gestionar els formats gràfics més importants: BMP, DIB, JPEG, GIF, GIF animat, PNG, PCX, TIFF multipàgina, TGA i altres. A més, permet arrossegar i deixar, visualitzar directoris, treballar amb TWAIN, fer presentacions de diapositives, convertir fitxers en massa, i modificar les imatges pel que fa a la profunditat del color, retallar-les, difuminar-les i aguditzar-les…",Gràfic,http://www.irfanview.com/,4.40,,,,fals,18 març 2008 20:46:32,
Rebost:Paquet català per a l'OpenOffice.org,OpenOffice.org,,"20,811,864,20,541,532","http://downloads.sourceforge.net/project/openofficeorg.mirror/localized/ca/3.3.0/OOo_3.3.0_Win_x86_langpack_ca.exe?r=http%3A%2F%2Fwww.openoffice.org%2Fdownload%2Flegacy%2Fother.html&ts=1368627307&use_mirror=heanet,http://www.openoffice.org/download/legacy/other.html#tested-lp,http://downloads.sourceforge.net/project/openofficeorg.mirror/localized/ca/3.3.0/OOo_3.3.0_MacOS_x86_langpack_ca.dmg?r=http%3A%2F%2Fwww.openoffice.org%2Fdownload%2Flegacy%2Fother.html&ts=1368627407&use_mirror=freefr","41,29",Programari lliure,Fitxer:OpenOffice.org.png,Paquet català per a l'OpenOffice.org,224,"Windows,Linux,OSX",,,,3308,Estable,"El '''Paquet català per a l'OpenOffice.org''' permet posar en català la interfície d'un OpenOffice.org en qualsevol altra llengua (anglès, espanyol, francès...).

Si no teniu cap paquet ofimàtic lliure instal·lat, us recomanem que instal·leu el LibreOffice en català.…",Ofimàtica,http://ca.openoffice.org,3.3,,,,fals,10 juny 2009 10:32:42,
Rebost:Paquet català per al Firefox,Mozilla,Fitxer:Firefox-Softcatala.png,"213,208,179,829",http://%7B%7B%7BURL%20programa%7D%7D%7D,"29,187",Programari lliure,Fitxer:Firefox-ico.png,Paquet català per al Firefox,178,"Linux,Windows,OSX",Firefox 18 i inferior,,Projectes/Mozilla,3309,Estable,"Aquesta extensió instal·la un '''paquet d'idioma català del Firefox''' i configura el navegador automàticament perquè aparegui en català sigui quina sigui la versió i la llengua en què tingueu el Firefox de base.

Simplement cal que permeteu la instal·lació del paquet i seguiu les instruccions de la pantalla.

Si voleu tornar a l'estat inicial i tenir el Firefox en la llengua  que teníeu abans, simplement cal…",,http://www.mozilla.org/ca/firefox/,"1.0,0.8",,,,verdader,15 març 2009 19:41:32,
Rebost:Paquet català per al LibreOffice,The Document Foundation,Fitxer:Libo writer.jpg,"12,328,131,8,483,379","http://ca.libreoffice.org/baixada/?nodetect,http://download.documentfoundation.org/libreoffice/stable/5.1.1/mac/x86_64/LibreOffice_5.1.1_MacOS_x86-64_langpack_ca.dmg","5,215",Programari lliure,Fitxer:LibreOfficelogo.png,Paquet català per al LibreOffice,24,"Linux,OSX","Intel,x86 o x86_64",,Projectes/LibreOffice,2583,Estable,"El '''paquet català per al LibreOffice''' permet posar en català la interfície del  LibreOffice en els sistemes operatius Linux i Mac.

No hi ha paquet per a Windows. Si feu servir el LibreOffice en Windows i no us apareix en català, seguiu aquestes instruccions.

En aquesta fitxa us oferim el paquet d'interfície en l'estàndard general. També disposeu de la versió en variant valenciana. 

del paquet d'interfície…",Ofimàtica,http://ca.libreoffice.org,"5.1.0,5.1.1",,,,fals,2 novembre 2012 13:21:28,
Rebost:Paquet català per al Maemo 5,,,,,,,Fitxer:Maemo.png,Paquet català per al Maemo 5,,,,,,,,"El '''Maemo''' 5 és el sistema operatiu sota el dispositiu mòbil ''Nokia N900''. Es tracta d'un sistema operatiu basat en GNU/Linux, i que utilitza el mateix sistema de paquets de Debian. 

De fabrica no ve amb la interfície en català, i aquest paquet permet afegir-hi aquesta llengua.…",Sistemes operatius,,20101102,,,,,8 gener 2011 16:48:49,
Rebost:Paquet català per al Microsoft Office 2003,Microsoft,Fitxer:Rebost-office2003.jpg,"10,733,104",http://%7B%7B%7BURL%20programa%7D%7D%7D,"95,9",Programari gratuït (només el paquet),Fitxer:Office2007Logo.png,Paquet català per al Microsoft Office 2003,613,Windows,,,,3494,Estable,"''(Podeu fer-ne la instal·lació automatitzada mitjançant el Catalanitzador de Softcatalà)''

El '''Paquet d'idioma català per al Microsoft Office 2003''' es pot aplicar sobre una instal·lació prèvia d'Office 2003 en qualsevol llengua. Inclou, de sèrie, el corrector ortogràfic de català.

El pedaç només tradueix els programes Word, Excel, PowerPoint i Outlook; la resta de components (Access, InfoPath, Publisher i les Eines de Microsoft Office) no els tradueix…",Ofimàtica,http://www.microsoft.cat,1.0,,,,verdader,18 març 2008 20:44:31,
Rebost:Paquet català per al Microsoft Office 2007,Microsoft,,"17,746,600",http://%7B%7B%7BURL%20programa%7D%7D%7D,"104,249",Programari gratuït (només el paquet),Fitxer:Office2007Logo.png,Paquet català per al Microsoft Office 2007,866,Windows,,,,3635,Estable,"''(Podeu fer-ne la instal·lació automatitzada mitjançant el Catalanitzador de Softcatalà)''

El '''paquet d'idioma català per al Microsoft Office 2007''' es pot aplicar sobre una instal·lació prèvia d'Office 2007 en qualsevol llengua. Inclou, de sèrie, el corrector ortogràfic en català.

El paquet només tradueix els programes Word, Excel, PowerPoint i Outlook. No  tradueix la resta de components (Access, InfoPath, Publisher i les Eines de Microsoft Office), així…",Ofimàtica,http://www.microsoft.cat,1.0,,,,verdader,18 març 2008 20:49:56,
Rebost:Paquet català per al Microsoft Office 2010,Microsoft,,"22,900,000",http://www.microsoft.com/downloads/details.aspx?FamilyID=cfec65b7-131c-440f-953f-43731fdabb8b&displaylang=ca,"45,915",Programari gratuït (només el paquet),Fitxer:Logo Microsoft Office 2010.svg,Paquet català per al Microsoft Office 2010,163,Windows,,,,3.11,Estable,"''(Podeu fer-ne la instal·lació automatitzada mitjançant el Catalanitzador de Softcatalà)''

El '''paquet d'idioma català per al Microsoft Office 2010''' es pot aplicar sobre una instal·lació prèvia d'Office 2010 en qualsevol llengua. Inclou, de sèrie, el corrector ortogràfic en català.

El paquet només tradueix els programes Word, Excel, OneNote, PowerPoint i Outlook. No  tradueix la resta de components, així com tampoc la documentació en línia del producte…",Ofimàtica,http://www.microsoft.cat,1.0,,,,fals,28 octubre 2010 08:19:05,
Rebost:Paquet català per al Microsoft Office 2013,Microsoft,,"20,931,056,20,868,920","http://download.microsoft.com/download/A/4/4/A44637FF-2002-44F3-8F88-8C4D9DC17C90/languageinterfacepack-x64-ca-es.exe,http://download.microsoft.com/download/A/4/4/A44637FF-2002-44F3-8F88-8C4D9DC17C90/languageinterfacepack-x86-ca-es.exe","10,779",Programari gratuït (només el paquet),Fitxer:Office2007Logo.png,Paquet català per al Microsoft Office 2013,18,"Windows64,Windows32",,,,3167,Estable,"''(Podeu fer-ne la instal·lació automatitzada mitjançant el Catalanitzador de Softcatalà)''

El paquet d'idioma català per al Microsoft Office 2013 es pot aplicar sobre una instal·lació prèvia d'Office 2013 en qualsevol llengua. Inclou, de sèrie, el corrector ortogràfic en català.

El paquet només tradueix els programes Word, Excel, OneNote, PowerPoint i Outlook. No tradueix la resta de components, així com tampoc la documentació en línia del producte…",Ofimàtica,http://www.microsoft.cat/,2013,,,,fals,16 març 2013 13:09:16,
Rebost:Paquet català per al Microsoft Office 2016,Microsoft,,"4,278,848,2,877,504","https://c2rsetup.officeapps.live.com/c2r/download.aspx?ProductreleaseID=languagepack&language=ca-es&platform=x64&source=O16LAP&version=O16GA,https://c2rsetup.officeapps.live.com/c2r/download.aspx?ProductreleaseID=languagepack&language=ca-es&platform=x86&source=O16LAP&version=O16GA",11,Programari gratuït (només el paquet),Fitxer:Office2007Logo.png,Paquet català per al Microsoft Office 2016,0,"Windows64,Windows32",,,,0,Estable,"El paquet d'idioma català per al Microsoft Office 2016 es pot aplicar sobre una instal·lació prèvia d'Office 2016 en qualsevol llengua. Inclou, de sèrie, el corrector ortogràfic en català.

El paquet només tradueix els programes Word, Excel, OneNote, PowerPoint i Outlook. No tradueix la resta de components, així com tampoc la documentació en línia del producte.

Us oferim l'enllaç a la descarrega dels paquets de 32…",Ofimàtica,http://www.microsoft.cat/,2016,,,,fals,29 agost 2015 13:52:41,
